DateKey,Date,Day,WeekNum,Month,MonthShort,MonthNum,Quarter,Year
20220321,21/3/2022,Monday,13,March,Mar,3,1,2022
20220322,22/3/2022,Tuesday,13,March,Mar,3,1,2022
20220323,23/3/2022,Wednesday,13,March,Mar,3,1,2022
20220324,24/3/2022,Thursday,13,March,Mar,3,1,2022
20220325,25/3/2022,Friday,13,March,Mar,3,1,2022
20220326,26/3/2022,Saturday,13,March,Mar,3,1,2022
20220327,27/3/2022,Sunday,14,March,Mar,3,1,2022
20220328,28/3/2022,Monday,14,March,Mar,3,1,2022
20220329,29/3/2022,Tuesday,14,March,Mar,3,1,2022
20220330,30/3/2022,Wednesday,14,March,Mar,3,1,2022
20220331,31/3/2022,Thursday,14,March,Mar,3,1,2022
20220401,1/4/2022,Friday,14,April,Apr,4,2,2022
20220402,2/4/2022,Saturday,14,April,Apr,4,2,2022
20220403,3/4/2022,Sunday,15,April,Apr,4,2,2022
20220404,4/4/2022,Monday,15,April,Apr,4,2,2022
20220405,5/4/2022,Tuesday,15,April,Apr,4,2,2022
20220406,6/4/2022,Wednesday,15,April,Apr,4,2,2022
20220407,7/4/2022,Thursday,15,April,Apr,4,2,2022
20220408,8/4/2022,Friday,15,April,Apr,4,2,2022
20220409,9/4/2022,Saturday,15,April,Apr,4,2,2022
20220410,10/4/2022,Sunday,16,April,Apr,4,2,2022
20220411,11/4/2022,Monday,16,April,Apr,4,2,2022
20220412,12/4/2022,Tuesday,16,April,Apr,4,2,2022
20220413,13/4/2022,Wednesday,16,April,Apr,4,2,2022
20220414,14/4/2022,Thursday,16,April,Apr,4,2,2022
20220415,15/4/2022,Friday,16,April,Apr,4,2,2022
20220416,16/4/2022,Saturday,16,April,Apr,4,2,2022
20220417,17/4/2022,Sunday,17,April,Apr,4,2,2022
20220418,18/4/2022,Monday,17,April,Apr,4,2,2022
20220419,19/4/2022,Tuesday,17,April,Apr,4,2,2022
20220420,20/4/2022,Wednesday,17,April,Apr,4,2,2022
20220421,21/4/2022,Thursday,17,April,Apr,4,2,2022
20220422,22/4/2022,Friday,17,April,Apr,4,2,2022
20220423,23/4/2022,Saturday,17,April,Apr,4,2,2022
20220424,24/4/2022,Sunday,18,April,Apr,4,2,2022
20220425,25/4/2022,Monday,18,April,Apr,4,2,2022
20220426,26/4/2022,Tuesday,18,April,Apr,4,2,2022
20220427,27/4/2022,Wednesday,18,April,Apr,4,2,2022
20220428,28/4/2022,Thursday,18,April,Apr,4,2,2022
20220429,29/4/2022,Friday,18,April,Apr,4,2,2022
20220430,30/4/2022,Saturday,18,April,Apr,4,2,2022
20220501,1/5/2022,Sunday,19,May,May,5,2,2022
20220502,2/5/2022,Monday,19,May,May,5,2,2022
20220503,3/5/2022,Tuesday,19,May,May,5,2,2022
20220504,4/5/2022,Wednesday,19,May,May,5,2,2022
20220505,5/5/2022,Thursday,19,May,May,5,2,2022
20220506,6/5/2022,Friday,19,May,May,5,2,2022
20220507,7/5/2022,Saturday,19,May,May,5,2,2022
20220508,8/5/2022,Sunday,20,May,May,5,2,2022
20220509,9/5/2022,Monday,20,May,May,5,2,2022
20220510,10/5/2022,Tuesday,20,May,May,5,2,2022
20220511,11/5/2022,Wednesday,20,May,May,5,2,2022
20220512,12/5/2022,Thursday,20,May,May,5,2,2022
20220513,13/5/2022,Friday,20,May,May,5,2,2022
20220514,14/5/2022,Saturday,20,May,May,5,2,2022
20220515,15/5/2022,Sunday,21,May,May,5,2,2022
20220516,16/5/2022,Monday,21,May,May,5,2,2022
20220517,17/5/2022,Tuesday,21,May,May,5,2,2022
20220518,18/5/2022,Wednesday,21,May,May,5,2,2022
20220519,19/5/2022,Thursday,21,May,May,5,2,2022
20220520,20/5/2022,Friday,21,May,May,5,2,2022
20220521,21/5/2022,Saturday,21,May,May,5,2,2022
20220522,22/5/2022,Sunday,22,May,May,5,2,2022
20220523,23/5/2022,Monday,22,May,May,5,2,2022
20220524,24/5/2022,Tuesday,22,May,May,5,2,2022
20220525,25/5/2022,Wednesday,22,May,May,5,2,2022
20220526,26/5/2022,Thursday,22,May,May,5,2,2022
20220527,27/5/2022,Friday,22,May,May,5,2,2022
20220528,28/5/2022,Saturday,22,May,May,5,2,2022
20220529,29/5/2022,Sunday,23,May,May,5,2,2022
20220530,30/5/2022,Monday,23,May,May,5,2,2022
20220531,31/5/2022,Tuesday,23,May,May,5,2,2022
20220601,1/6/2022,Wednesday,23,June,Jun,6,2,2022
20220602,2/6/2022,Thursday,23,June,Jun,6,2,2022
20220603,3/6/2022,Friday,23,June,Jun,6,2,2022
20220604,4/6/2022,Saturday,23,June,Jun,6,2,2022
20220605,5/6/2022,Sunday,24,June,Jun,6,2,2022
20220606,6/6/2022,Monday,24,June,Jun,6,2,2022
20220607,7/6/2022,Tuesday,24,June,Jun,6,2,2022
20220608,8/6/2022,Wednesday,24,June,Jun,6,2,2022
20220609,9/6/2022,Thursday,24,June,Jun,6,2,2022
20220610,10/6/2022,Friday,24,June,Jun,6,2,2022
20220611,11/6/2022,Saturday,24,June,Jun,6,2,2022
20220612,12/6/2022,Sunday,25,June,Jun,6,2,2022
20220613,13/6/2022,Monday,25,June,Jun,6,2,2022
20220614,14/6/2022,Tuesday,25,June,Jun,6,2,2022
20220615,15/6/2022,Wednesday,25,June,Jun,6,2,2022
20220616,16/6/2022,Thursday,25,June,Jun,6,2,2022
20220617,17/6/2022,Friday,25,June,Jun,6,2,2022
20220618,18/6/2022,Saturday,25,June,Jun,6,2,2022
20220619,19/6/2022,Sunday,26,June,Jun,6,2,2022
20220620,20/6/2022,Monday,26,June,Jun,6,2,2022
20220621,21/6/2022,Tuesday,26,June,Jun,6,2,2022
20220622,22/6/2022,Wednesday,26,June,Jun,6,2,2022
20220623,23/6/2022,Thursday,26,June,Jun,6,2,2022
20220624,24/6/2022,Friday,26,June,Jun,6,2,2022
20220625,25/6/2022,Saturday,26,June,Jun,6,2,2022
20220626,26/6/2022,Sunday,27,June,Jun,6,2,2022
20220627,27/6/2022,Monday,27,June,Jun,6,2,2022
20220628,28/6/2022,Tuesday,27,June,Jun,6,2,2022
20220629,29/6/2022,Wednesday,27,June,Jun,6,2,2022
20220630,30/6/2022,Thursday,27,June,Jun,6,2,2022
20220701,1/7/2022,Friday,27,July,Jul,7,3,2022
20220702,2/7/2022,Saturday,27,July,Jul,7,3,2022
20220703,3/7/2022,Sunday,28,July,Jul,7,3,2022
20220704,4/7/2022,Monday,28,July,Jul,7,3,2022
20220705,5/7/2022,Tuesday,28,July,Jul,7,3,2022
20220706,6/7/2022,Wednesday,28,July,Jul,7,3,2022
20220707,7/7/2022,Thursday,28,July,Jul,7,3,2022
20220708,8/7/2022,Friday,28,July,Jul,7,3,2022
20220709,9/7/2022,Saturday,28,July,Jul,7,3,2022
20220710,10/7/2022,Sunday,29,July,Jul,7,3,2022
20220711,11/7/2022,Monday,29,July,Jul,7,3,2022
20220712,12/7/2022,Tuesday,29,July,Jul,7,3,2022
20220713,13/7/2022,Wednesday,29,July,Jul,7,3,2022
20220714,14/7/2022,Thursday,29,July,Jul,7,3,2022
20220715,15/7/2022,Friday,29,July,Jul,7,3,2022
20220716,16/7/2022,Saturday,29,July,Jul,7,3,2022
20220717,17/7/2022,Sunday,30,July,Jul,7,3,2022
20220718,18/7/2022,Monday,30,July,Jul,7,3,2022
20220719,19/7/2022,Tuesday,30,July,Jul,7,3,2022
20220720,20/7/2022,Wednesday,30,July,Jul,7,3,2022
20220721,21/7/2022,Thursday,30,July,Jul,7,3,2022
20220722,22/7/2022,Friday,30,July,Jul,7,3,2022
20220723,23/7/2022,Saturday,30,July,Jul,7,3,2022
20220724,24/7/2022,Sunday,31,July,Jul,7,3,2022
20220725,25/7/2022,Monday,31,July,Jul,7,3,2022
20220726,26/7/2022,Tuesday,31,July,Jul,7,3,2022
20220727,27/7/2022,Wednesday,31,July,Jul,7,3,2022
20220728,28/7/2022,Thursday,31,July,Jul,7,3,2022
20220729,29/7/2022,Friday,31,July,Jul,7,3,2022
20220730,30/7/2022,Saturday,31,July,Jul,7,3,2022
20220731,31/7/2022,Sunday,32,July,Jul,7,3,2022
20220801,1/8/2022,Monday,32,August,Aug,8,3,2022
20220802,2/8/2022,Tuesday,32,August,Aug,8,3,2022
20220803,3/8/2022,Wednesday,32,August,Aug,8,3,2022
20220804,4/8/2022,Thursday,32,August,Aug,8,3,2022
20220805,5/8/2022,Friday,32,August,Aug,8,3,2022
20220806,6/8/2022,Saturday,32,August,Aug,8,3,2022
20220807,7/8/2022,Sunday,33,August,Aug,8,3,2022
20220808,8/8/2022,Monday,33,August,Aug,8,3,2022
20220809,9/8/2022,Tuesday,33,August,Aug,8,3,2022
20220810,10/8/2022,Wednesday,33,August,Aug,8,3,2022
20220811,11/8/2022,Thursday,33,August,Aug,8,3,2022
20220812,12/8/2022,Friday,33,August,Aug,8,3,2022
20220813,13/8/2022,Saturday,33,August,Aug,8,3,2022
20220814,14/8/2022,Sunday,34,August,Aug,8,3,2022
20220815,15/8/2022,Monday,34,August,Aug,8,3,2022
20220816,16/8/2022,Tuesday,34,August,Aug,8,3,2022
20220817,17/8/2022,Wednesday,34,August,Aug,8,3,2022
20220818,18/8/2022,Thursday,34,August,Aug,8,3,2022
20220819,19/8/2022,Friday,34,August,Aug,8,3,2022
20220820,20/8/2022,Saturday,34,August,Aug,8,3,2022
20220821,21/8/2022,Sunday,35,August,Aug,8,3,2022
20220822,22/8/2022,Monday,35,August,Aug,8,3,2022
20220823,23/8/2022,Tuesday,35,August,Aug,8,3,2022
20220824,24/8/2022,Wednesday,35,August,Aug,8,3,2022
20220825,25/8/2022,Thursday,35,August,Aug,8,3,2022
20220826,26/8/2022,Friday,35,August,Aug,8,3,2022
20220827,27/8/2022,Saturday,35,August,Aug,8,3,2022
20220828,28/8/2022,Sunday,36,August,Aug,8,3,2022
20220829,29/8/2022,Monday,36,August,Aug,8,3,2022
20220830,30/8/2022,Tuesday,36,August,Aug,8,3,2022
20220831,31/8/2022,Wednesday,36,August,Aug,8,3,2022
20220901,1/9/2022,Thursday,36,September,Sep,9,3,2022
20220902,2/9/2022,Friday,36,September,Sep,9,3,2022
20220903,3/9/2022,Saturday,36,September,Sep,9,3,2022
20220904,4/9/2022,Sunday,37,September,Sep,9,3,2022
20220905,5/9/2022,Monday,37,September,Sep,9,3,2022
20220906,6/9/2022,Tuesday,37,September,Sep,9,3,2022
20220907,7/9/2022,Wednesday,37,September,Sep,9,3,2022
20220908,8/9/2022,Thursday,37,September,Sep,9,3,2022
20220909,9/9/2022,Friday,37,September,Sep,9,3,2022
20220910,10/9/2022,Saturday,37,September,Sep,9,3,2022
20220911,11/9/2022,Sunday,38,September,Sep,9,3,2022
20220912,12/9/2022,Monday,38,September,Sep,9,3,2022
20220913,13/9/2022,Tuesday,38,September,Sep,9,3,2022
20220914,14/9/2022,Wednesday,38,September,Sep,9,3,2022
20220915,15/9/2022,Thursday,38,September,Sep,9,3,2022
20220916,16/9/2022,Friday,38,September,Sep,9,3,2022
20220917,17/9/2022,Saturday,38,September,Sep,9,3,2022
20220918,18/9/2022,Sunday,39,September,Sep,9,3,2022
20220919,19/9/2022,Monday,39,September,Sep,9,3,2022
20220920,20/9/2022,Tuesday,39,September,Sep,9,3,2022
20220921,21/9/2022,Wednesday,39,September,Sep,9,3,2022
20220922,22/9/2022,Thursday,39,September,Sep,9,3,2022
20220923,23/9/2022,Friday,39,September,Sep,9,3,2022
20220924,24/9/2022,Saturday,39,September,Sep,9,3,2022
20220925,25/9/2022,Sunday,40,September,Sep,9,3,2022
20220926,26/9/2022,Monday,40,September,Sep,9,3,2022
20220927,27/9/2022,Tuesday,40,September,Sep,9,3,2022
20220928,28/9/2022,Wednesday,40,September,Sep,9,3,2022
20220929,29/9/2022,Thursday,40,September,Sep,9,3,2022
20220930,30/9/2022,Friday,40,September,Sep,9,3,2022
20221001,1/10/2022,Saturday,40,October,Oct,10,4,2022
20221002,2/10/2022,Sunday,41,October,Oct,10,4,2022
20221003,3/10/2022,Monday,41,October,Oct,10,4,2022
20221004,4/10/2022,Tuesday,41,October,Oct,10,4,2022
20221005,5/10/2022,Wednesday,41,October,Oct,10,4,2022
20221006,6/10/2022,Thursday,41,October,Oct,10,4,2022
20221007,7/10/2022,Friday,41,October,Oct,10,4,2022
20221008,8/10/2022,Saturday,41,October,Oct,10,4,2022
20221009,9/10/2022,Sunday,42,October,Oct,10,4,2022
20221010,10/10/2022,Monday,42,October,Oct,10,4,2022
20221011,11/10/2022,Tuesday,42,October,Oct,10,4,2022
20221012,12/10/2022,Wednesday,42,October,Oct,10,4,2022
20221013,13/10/2022,Thursday,42,October,Oct,10,4,2022
20221014,14/10/2022,Friday,42,October,Oct,10,4,2022
20221015,15/10/2022,Saturday,42,October,Oct,10,4,2022
20221016,16/10/2022,Sunday,43,October,Oct,10,4,2022
20221017,17/10/2022,Monday,43,October,Oct,10,4,2022
20221018,18/10/2022,Tuesday,43,October,Oct,10,4,2022
20221019,19/10/2022,Wednesday,43,October,Oct,10,4,2022
20221020,20/10/2022,Thursday,43,October,Oct,10,4,2022
20221021,21/10/2022,Friday,43,October,Oct,10,4,2022
20221022,22/10/2022,Saturday,43,October,Oct,10,4,2022
20221023,23/10/2022,Sunday,44,October,Oct,10,4,2022
20221024,24/10/2022,Monday,44,October,Oct,10,4,2022
20221025,25/10/2022,Tuesday,44,October,Oct,10,4,2022
20221026,26/10/2022,Wednesday,44,October,Oct,10,4,2022
20221027,27/10/2022,Thursday,44,October,Oct,10,4,2022
20221028,28/10/2022,Friday,44,October,Oct,10,4,2022
20221029,29/10/2022,Saturday,44,October,Oct,10,4,2022
20221030,30/10/2022,Sunday,45,October,Oct,10,4,2022
20221031,31/10/2022,Monday,45,October,Oct,10,4,2022
20221101,1/11/2022,Tuesday,45,November,Nov,11,4,2022
20221102,2/11/2022,Wednesday,45,November,Nov,11,4,2022
20221103,3/11/2022,Thursday,45,November,Nov,11,4,2022
20221104,4/11/2022,Friday,45,November,Nov,11,4,2022
20221105,5/11/2022,Saturday,45,November,Nov,11,4,2022
20221106,6/11/2022,Sunday,46,November,Nov,11,4,2022
20221107,7/11/2022,Monday,46,November,Nov,11,4,2022
20221108,8/11/2022,Tuesday,46,November,Nov,11,4,2022
20221109,9/11/2022,Wednesday,46,November,Nov,11,4,2022
20221110,10/11/2022,Thursday,46,November,Nov,11,4,2022
20221111,11/11/2022,Friday,46,November,Nov,11,4,2022
20221112,12/11/2022,Saturday,46,November,Nov,11,4,2022
20221113,13/11/2022,Sunday,47,November,Nov,11,4,2022
20221114,14/11/2022,Monday,47,November,Nov,11,4,2022
20221115,15/11/2022,Tuesday,47,November,Nov,11,4,2022
20221116,16/11/2022,Wednesday,47,November,Nov,11,4,2022
20221117,17/11/2022,Thursday,47,November,Nov,11,4,2022
20221118,18/11/2022,Friday,47,November,Nov,11,4,2022
20221119,19/11/2022,Saturday,47,November,Nov,11,4,2022
20221120,20/11/2022,Sunday,48,November,Nov,11,4,2022
20221121,21/11/2022,Monday,48,November,Nov,11,4,2022
20221122,22/11/2022,Tuesday,48,November,Nov,11,4,2022
20221123,23/11/2022,Wednesday,48,November,Nov,11,4,2022
20221124,24/11/2022,Thursday,48,November,Nov,11,4,2022
20221125,25/11/2022,Friday,48,November,Nov,11,4,2022
20221126,26/11/2022,Saturday,48,November,Nov,11,4,2022
20221127,27/11/2022,Sunday,49,November,Nov,11,4,2022
20221128,28/11/2022,Monday,49,November,Nov,11,4,2022
20221129,29/11/2022,Tuesday,49,November,Nov,11,4,2022
20221130,30/11/2022,Wednesday,49,November,Nov,11,4,2022
20221201,1/12/2022,Thursday,49,December,Dec,12,4,2022
20221202,2/12/2022,Friday,49,December,Dec,12,4,2022
20221203,3/12/2022,Saturday,49,December,Dec,12,4,2022
20221204,4/12/2022,Sunday,50,December,Dec,12,4,2022
20221205,5/12/2022,Monday,50,December,Dec,12,4,2022
20221206,6/12/2022,Tuesday,50,December,Dec,12,4,2022
20221207,7/12/2022,Wednesday,50,December,Dec,12,4,2022
20221208,8/12/2022,Thursday,50,December,Dec,12,4,2022
20221209,9/12/2022,Friday,50,December,Dec,12,4,2022
20221210,10/12/2022,Saturday,50,December,Dec,12,4,2022
20221211,11/12/2022,Sunday,51,December,Dec,12,4,2022
20221212,12/12/2022,Monday,51,December,Dec,12,4,2022
20221213,13/12/2022,Tuesday,51,December,Dec,12,4,2022
20221214,14/12/2022,Wednesday,51,December,Dec,12,4,2022
20221215,15/12/2022,Thursday,51,December,Dec,12,4,2022
20221216,16/12/2022,Friday,51,December,Dec,12,4,2022
20221217,17/12/2022,Saturday,51,December,Dec,12,4,2022
20221218,18/12/2022,Sunday,52,December,Dec,12,4,2022
20221219,19/12/2022,Monday,52,December,Dec,12,4,2022
20221220,20/12/2022,Tuesday,52,December,Dec,12,4,2022
20221221,21/12/2022,Wednesday,52,December,Dec,12,4,2022
20221222,22/12/2022,Thursday,52,December,Dec,12,4,2022
20221223,23/12/2022,Friday,52,December,Dec,12,4,2022
20221224,24/12/2022,Saturday,52,December,Dec,12,4,2022
20221225,25/12/2022,Sunday,53,December,Dec,12,4,2022
20221226,26/12/2022,Monday,53,December,Dec,12,4,2022
20221227,27/12/2022,Tuesday,53,December,Dec,12,4,2022
20221228,28/12/2022,Wednesday,53,December,Dec,12,4,2022
20221229,29/12/2022,Thursday,53,December,Dec,12,4,2022
20221230,30/12/2022,Friday,53,December,Dec,12,4,2022
20221231,31/12/2022,Saturday,53,December,Dec,12,4,2022
20230101,1/1/2023,Sunday,1,January,Jan,1,1,2023
20230102,2/1/2023,Monday,1,January,Jan,1,1,2023
20230103,3/1/2023,Tuesday,1,January,Jan,1,1,2023
20230104,4/1/2023,Wednesday,1,January,Jan,1,1,2023
20230105,5/1/2023,Thursday,1,January,Jan,1,1,2023
20230106,6/1/2023,Friday,1,January,Jan,1,1,2023
20230107,7/1/2023,Saturday,1,January,Jan,1,1,2023
20230108,8/1/2023,Sunday,2,January,Jan,1,1,2023
20230109,9/1/2023,Monday,2,January,Jan,1,1,2023
20230110,10/1/2023,Tuesday,2,January,Jan,1,1,2023
20230111,11/1/2023,Wednesday,2,January,Jan,1,1,2023
20230112,12/1/2023,Thursday,2,January,Jan,1,1,2023
20230113,13/1/2023,Friday,2,January,Jan,1,1,2023
20230114,14/1/2023,Saturday,2,January,Jan,1,1,2023
20230115,15/1/2023,Sunday,3,January,Jan,1,1,2023
20230116,16/1/2023,Monday,3,January,Jan,1,1,2023
20230117,17/1/2023,Tuesday,3,January,Jan,1,1,2023
20230118,18/1/2023,Wednesday,3,January,Jan,1,1,2023
20230119,19/1/2023,Thursday,3,January,Jan,1,1,2023
20230120,20/1/2023,Friday,3,January,Jan,1,1,2023
20230121,21/1/2023,Saturday,3,January,Jan,1,1,2023
20230122,22/1/2023,Sunday,4,January,Jan,1,1,2023
20230123,23/1/2023,Monday,4,January,Jan,1,1,2023
20230124,24/1/2023,Tuesday,4,January,Jan,1,1,2023
20230125,25/1/2023,Wednesday,4,January,Jan,1,1,2023
20230126,26/1/2023,Thursday,4,January,Jan,1,1,2023
20230127,27/1/2023,Friday,4,January,Jan,1,1,2023
20230128,28/1/2023,Saturday,4,January,Jan,1,1,2023
20230129,29/1/2023,Sunday,5,January,Jan,1,1,2023
20230130,30/1/2023,Monday,5,January,Jan,1,1,2023
20230131,31/1/2023,Tuesday,5,January,Jan,1,1,2023
20230201,1/2/2023,Wednesday,5,February,Feb,2,1,2023
20230202,2/2/2023,Thursday,5,February,Feb,2,1,2023
20230203,3/2/2023,Friday,5,February,Feb,2,1,2023
20230204,4/2/2023,Saturday,5,February,Feb,2,1,2023
20230205,5/2/2023,Sunday,6,February,Feb,2,1,2023
20230206,6/2/2023,Monday,6,February,Feb,2,1,2023
20230207,7/2/2023,Tuesday,6,February,Feb,2,1,2023
20230208,8/2/2023,Wednesday,6,February,Feb,2,1,2023
20230209,9/2/2023,Thursday,6,February,Feb,2,1,2023
20230210,10/2/2023,Friday,6,February,Feb,2,1,2023
20230211,11/2/2023,Saturday,6,February,Feb,2,1,2023
20230212,12/2/2023,Sunday,7,February,Feb,2,1,2023
20230213,13/2/2023,Monday,7,February,Feb,2,1,2023
20230214,14/2/2023,Tuesday,7,February,Feb,2,1,2023
20230215,15/2/2023,Wednesday,7,February,Feb,2,1,2023
20230216,16/2/2023,Thursday,7,February,Feb,2,1,2023
20230217,17/2/2023,Friday,7,February,Feb,2,1,2023
20230218,18/2/2023,Saturday,7,February,Feb,2,1,2023
20230219,19/2/2023,Sunday,8,February,Feb,2,1,2023
20230220,20/2/2023,Monday,8,February,Feb,2,1,2023
20230221,21/2/2023,Tuesday,8,February,Feb,2,1,2023
20230222,22/2/2023,Wednesday,8,February,Feb,2,1,2023
20230223,23/2/2023,Thursday,8,February,Feb,2,1,2023
20230224,24/2/2023,Friday,8,February,Feb,2,1,2023
20230225,25/2/2023,Saturday,8,February,Feb,2,1,2023
20230226,26/2/2023,Sunday,9,February,Feb,2,1,2023
20230227,27/2/2023,Monday,9,February,Feb,2,1,2023
20230228,28/2/2023,Tuesday,9,February,Feb,2,1,2023
20230301,1/3/2023,Wednesday,9,March,Mar,3,1,2023
20230302,2/3/2023,Thursday,9,March,Mar,3,1,2023
20230303,3/3/2023,Friday,9,March,Mar,3,1,2023
20230304,4/3/2023,Saturday,9,March,Mar,3,1,2023
20230305,5/3/2023,Sunday,10,March,Mar,3,1,2023
20230306,6/3/2023,Monday,10,March,Mar,3,1,2023
20230307,7/3/2023,Tuesday,10,March,Mar,3,1,2023
20230308,8/3/2023,Wednesday,10,March,Mar,3,1,2023
20230309,9/3/2023,Thursday,10,March,Mar,3,1,2023
20230310,10/3/2023,Friday,10,March,Mar,3,1,2023
20230311,11/3/2023,Saturday,10,March,Mar,3,1,2023
20230312,12/3/2023,Sunday,11,March,Mar,3,1,2023
20230313,13/3/2023,Monday,11,March,Mar,3,1,2023
20230314,14/3/2023,Tuesday,11,March,Mar,3,1,2023
20230315,15/3/2023,Wednesday,11,March,Mar,3,1,2023
20230316,16/3/2023,Thursday,11,March,Mar,3,1,2023
20230317,17/3/2023,Friday,11,March,Mar,3,1,2023
20230318,18/3/2023,Saturday,11,March,Mar,3,1,2023
20230319,19/3/2023,Sunday,12,March,Mar,3,1,2023
20230320,20/3/2023,Monday,12,March,Mar,3,1,2023
20230321,21/3/2023,Tuesday,12,March,Mar,3,1,2023
20230322,22/3/2023,Wednesday,12,March,Mar,3,1,2023
20230323,23/3/2023,Thursday,12,March,Mar,3,1,2023
20230324,24/3/2023,Friday,12,March,Mar,3,1,2023
20230325,25/3/2023,Saturday,12,March,Mar,3,1,2023
20230326,26/3/2023,Sunday,13,March,Mar,3,1,2023
20230327,27/3/2023,Monday,13,March,Mar,3,1,2023
20230328,28/3/2023,Tuesday,13,March,Mar,3,1,2023
20230329,29/3/2023,Wednesday,13,March,Mar,3,1,2023
20230330,30/3/2023,Thursday,13,March,Mar,3,1,2023
20230331,31/3/2023,Friday,13,March,Mar,3,1,2023
20230401,1/4/2023,Saturday,13,April,Apr,4,2,2023
20230402,2/4/2023,Sunday,14,April,Apr,4,2,2023
20230403,3/4/2023,Monday,14,April,Apr,4,2,2023
20230404,4/4/2023,Tuesday,14,April,Apr,4,2,2023
20230405,5/4/2023,Wednesday,14,April,Apr,4,2,2023
20230406,6/4/2023,Thursday,14,April,Apr,4,2,2023
20230407,7/4/2023,Friday,14,April,Apr,4,2,2023
20230408,8/4/2023,Saturday,14,April,Apr,4,2,2023
20230409,9/4/2023,Sunday,15,April,Apr,4,2,2023
20230410,10/4/2023,Monday,15,April,Apr,4,2,2023
20230411,11/4/2023,Tuesday,15,April,Apr,4,2,2023
20230412,12/4/2023,Wednesday,15,April,Apr,4,2,2023
20230413,13/4/2023,Thursday,15,April,Apr,4,2,2023
20230414,14/4/2023,Friday,15,April,Apr,4,2,2023
20230415,15/4/2023,Saturday,15,April,Apr,4,2,2023
20230416,16/4/2023,Sunday,16,April,Apr,4,2,2023
20230417,17/4/2023,Monday,16,April,Apr,4,2,2023
20230418,18/4/2023,Tuesday,16,April,Apr,4,2,2023
20230419,19/4/2023,Wednesday,16,April,Apr,4,2,2023
20230420,20/4/2023,Thursday,16,April,Apr,4,2,2023
20230421,21/4/2023,Friday,16,April,Apr,4,2,2023
20230422,22/4/2023,Saturday,16,April,Apr,4,2,2023
20230423,23/4/2023,Sunday,17,April,Apr,4,2,2023
20230424,24/4/2023,Monday,17,April,Apr,4,2,2023
20230425,25/4/2023,Tuesday,17,April,Apr,4,2,2023
20230426,26/4/2023,Wednesday,17,April,Apr,4,2,2023
20230427,27/4/2023,Thursday,17,April,Apr,4,2,2023
20230428,28/4/2023,Friday,17,April,Apr,4,2,2023
20230429,29/4/2023,Saturday,17,April,Apr,4,2,2023
20230430,30/4/2023,Sunday,18,April,Apr,4,2,2023
20230501,1/5/2023,Monday,18,May,May,5,2,2023
20230502,2/5/2023,Tuesday,18,May,May,5,2,2023
20230503,3/5/2023,Wednesday,18,May,May,5,2,2023
20230504,4/5/2023,Thursday,18,May,May,5,2,2023
20230505,5/5/2023,Friday,18,May,May,5,2,2023
20230506,6/5/2023,Saturday,18,May,May,5,2,2023
20230507,7/5/2023,Sunday,19,May,May,5,2,2023
20230508,8/5/2023,Monday,19,May,May,5,2,2023
20230509,9/5/2023,Tuesday,19,May,May,5,2,2023
20230510,10/5/2023,Wednesday,19,May,May,5,2,2023
20230511,11/5/2023,Thursday,19,May,May,5,2,2023
20230512,12/5/2023,Friday,19,May,May,5,2,2023
20230513,13/5/2023,Saturday,19,May,May,5,2,2023
20230514,14/5/2023,Sunday,20,May,May,5,2,2023
20230515,15/5/2023,Monday,20,May,May,5,2,2023
20230516,16/5/2023,Tuesday,20,May,May,5,2,2023
20230517,17/5/2023,Wednesday,20,May,May,5,2,2023
20230518,18/5/2023,Thursday,20,May,May,5,2,2023
20230519,19/5/2023,Friday,20,May,May,5,2,2023
20230520,20/5/2023,Saturday,20,May,May,5,2,2023
20230521,21/5/2023,Sunday,21,May,May,5,2,2023
20230522,22/5/2023,Monday,21,May,May,5,2,2023
20230523,23/5/2023,Tuesday,21,May,May,5,2,2023
20230524,24/5/2023,Wednesday,21,May,May,5,2,2023
20230525,25/5/2023,Thursday,21,May,May,5,2,2023
20230526,26/5/2023,Friday,21,May,May,5,2,2023
20230527,27/5/2023,Saturday,21,May,May,5,2,2023
20230528,28/5/2023,Sunday,22,May,May,5,2,2023
20230529,29/5/2023,Monday,22,May,May,5,2,2023
20230530,30/5/2023,Tuesday,22,May,May,5,2,2023
20230531,31/5/2023,Wednesday,22,May,May,5,2,2023
20230601,1/6/2023,Thursday,22,June,Jun,6,2,2023
20230602,2/6/2023,Friday,22,June,Jun,6,2,2023
20230603,3/6/2023,Saturday,22,June,Jun,6,2,2023
20230604,4/6/2023,Sunday,23,June,Jun,6,2,2023
20230605,5/6/2023,Monday,23,June,Jun,6,2,2023
20230606,6/6/2023,Tuesday,23,June,Jun,6,2,2023
20230607,7/6/2023,Wednesday,23,June,Jun,6,2,2023
20230608,8/6/2023,Thursday,23,June,Jun,6,2,2023
20230609,9/6/2023,Friday,23,June,Jun,6,2,2023
20230610,10/6/2023,Saturday,23,June,Jun,6,2,2023
20230611,11/6/2023,Sunday,24,June,Jun,6,2,2023
20230612,12/6/2023,Monday,24,June,Jun,6,2,2023
20230613,13/6/2023,Tuesday,24,June,Jun,6,2,2023
20230614,14/6/2023,Wednesday,24,June,Jun,6,2,2023
20230615,15/6/2023,Thursday,24,June,Jun,6,2,2023
20230616,16/6/2023,Friday,24,June,Jun,6,2,2023
20230617,17/6/2023,Saturday,24,June,Jun,6,2,2023
